value,column_name,cleaned_text,tokenized_text,POS tagged,Lemma
The restaurant's menu had a good balance of meat and vegetarian options.,Neutral,restaurant menu good balance meat vegetarian options,"['restaurant', 'menu', 'good', 'balance', 'meat', 'vegetarian', 'options']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('meat', 'n'), ('vegetarian', 'a'), ('options', 'n')]",  restaurant menu good balance meat vegetarian option
The restaurant had a decent selection of non-alcoholic drinks to choose from.,Neutral,restaurant decent selection non alcoholic drinks choose,"['restaurant', 'decent', 'selection', 'non', 'alcoholic', 'drinks', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('non', None), ('alcoholic', 'a'), ('drinks', 'n'), ('choose', 'v')]",  restaurant decent selection non alcoholic drink choose
The restaurant's prices were not particularly high or low.,Neutral,restaurant prices particularly high low,"['restaurant', 'prices', 'particularly', 'high', 'low']","[('restaurant', 'n'), ('prices', 'n'), ('particularly', 'r'), ('high', 'a'), ('low', 'a')]",  restaurant price particularly high low
The restaurant's menu had a good balance of classic and modern dishes.,Neutral,restaurant menu good balance classic modern dishes,"['restaurant', 'menu', 'good', 'balance', 'classic', 'modern', 'dishes']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('classic', 'a'), ('modern', 'a'), ('dishes', 'n')]",  restaurant menu good balance classic modern dish
The food had an acceptable,Neutral,food acceptable,"['food', 'acceptable']","[('food', 'n'), ('acceptable', 'a')]",  food acceptable
The food had an acceptable level of saltiness.,Neutral,food acceptable level saltiness,"['food', 'acceptable', 'level', 'saltiness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('saltiness', 'n')]",  food acceptable level saltiness
"The restaurant's atmosphere was pleasant, but not exceptional.",Neutral,restaurant atmosphere pleasant exceptional,"['restaurant', 'atmosphere', 'pleasant', 'exceptional']","[('restaurant', 'n'), ('atmosphere', None), ('pleasant', 'a'), ('exceptional', 'n')]",  restaurant atmosphere pleasant exceptional
"The food was presented in an ordinary manner, but was still visually appealing.",Neutral,food presented ordinary manner still visually appealing,"['food', 'presented', 'ordinary', 'manner', 'still', 'visually', 'appealing']","[('food', 'n'), ('presented', 'v'), ('ordinary', 'a'), ('manner', 'n'), ('still', 'r'), ('visually', 'r'), ('appealing', 'v')]",  food present ordinary manner still visually appeal
"The restaurant's staff was prompt and courteous, but didn't go above and beyond.",Neutral,restaurant staff prompt courteous go beyond,"['restaurant', 'staff', 'prompt', 'courteous', 'go', 'beyond']","[('restaurant', 'a'), ('staff', 'n'), ('prompt', 'n'), ('courteous', 'a'), ('go', 'v'), ('beyond', None)]",  restaurant staff prompt courteous go beyond
The food had an acceptable level of richness.,Neutral,food acceptable level richness,"['food', 'acceptable', 'level', 'richness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('richness', 'n')]",  food acceptable level richness
The restaurant's online ordering system was functional and easy to use.,Neutral,restaurant online ordering system functional easy use,"['restaurant', 'online', 'ordering', 'system', 'functional', 'easy', 'use']","[('restaurant', 'n'), ('online', 'n'), ('ordering', 'v'), ('system', 'n'), ('functional', 'a'), ('easy', 'a'), ('use', 'n')]",  restaurant online order system functional easy use
The food had an acceptable level of crunchiness.,Neutral,food acceptable level crunchiness,"['food', 'acceptable', 'level', 'crunchiness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('crunchiness', 'n')]",  food acceptable level crunchiness
The restaurant had a good selection of sides to choose from.,Neutral,restaurant good selection sides choose,"['restaurant', 'good', 'selection', 'sides', 'choose']","[('restaurant', 'n'), ('good', 'a'), ('selection', 'n'), ('sides', 'n'), ('choose', 'v')]",  restaurant good selection side choose
The restaurant's location was convenient and easy to access.,Neutral,restaurant location convenient easy access,"['restaurant', 'location', 'convenient', 'easy', 'access']","[('restaurant', 'n'), ('location', 'n'), ('convenient', 'n'), ('easy', 'a'), ('access', 'n')]",  restaurant location convenient easy access
The food had an acceptable level of sweetness.,Neutral,food acceptable level sweetness,"['food', 'acceptable', 'level', 'sweetness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('sweetness', 'n')]",  food acceptable level sweetness
The restaurant's menu had a good balance of traditional and innovative dishes.,Neutral,restaurant menu good balance traditional innovative dishes,"['restaurant', 'menu', 'good', 'balance', 'traditional', 'innovative', 'dishes']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('traditional', 'a'), ('innovative', 'a'), ('dishes', 'n')]",  restaurant menu good balance traditional innovative dish
"The food was prepared and cooked adequately, but wasn't outstanding.",Neutral,food prepared cooked adequately outstanding,"['food', 'prepared', 'cooked', 'adequately', 'outstanding']","[('food', 'n'), ('prepared', 'v'), ('cooked', 'v'), ('adequately', 'r'), ('outstanding', 'a')]",  food prepare cook adequately outstanding
The restaurant's prices were reasonable for the quality of food.,Neutral,restaurant prices reasonable quality food,"['restaurant', 'prices', 'reasonable', 'quality', 'food']","[('restaurant', 'n'), ('prices', 'n'), ('reasonable', 'a'), ('quality', 'n'), ('food', 'n')]",  restaurant price reasonable quality food
The restaurant had a decent selection of non-alcoholic beverages to choose from.,Neutral,restaurant decent selection non alcoholic beverages choose,"['restaurant', 'decent', 'selection', 'non', 'alcoholic', 'beverages', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('non', None), ('alcoholic', 'a'), ('beverages', 'n'), ('choose', 'v')]",  restaurant decent selection non alcoholic beverage choose
The food had an acceptable level of seasoning and spices.,Neutral,food acceptable level seasoning spices,"['food', 'acceptable', 'level', 'seasoning', 'spices']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('seasoning', 'n'), ('spices', 'n')]",  food acceptable level seasoning spice
"The restaurant's ambiance was comfortable, but not particularly unique.",Neutral,restaurant ambiance comfortable particularly unique,"['restaurant', 'ambiance', 'comfortable', 'particularly', 'unique']","[('restaurant', 'n'), ('ambiance', 'n'), ('comfortable', 'a'), ('particularly', 'r'), ('unique', 'a')]",  restaurant ambiance comfortable particularly unique
The food was served in an acceptable amount of time.,Neutral,food served acceptable amount time,"['food', 'served', 'acceptable', 'amount', 'time']","[('food', 'n'), ('served', 'v'), ('acceptable', 'a'), ('amount', 'n'), ('time', 'n')]",  food serve acceptable amount time
The restaurant's staff was friendly and accommodating.,Neutral,restaurant staff friendly accommodating,"['restaurant', 'staff', 'friendly', 'accommodating']","[('restaurant', 'a'), ('staff', 'n'), ('friendly', 'r'), ('accommodating', 'v')]",  restaurant staff friendly accommodate
The food had an acceptable level of freshness and quality.,Neutral,food acceptable level freshness quality,"['food', 'acceptable', 'level', 'freshness', 'quality']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('freshness', 'n'), ('quality', 'n')]",  food acceptable level freshness quality
The restaurant's menu had a good balance of healthy and indulgent options.,Neutral,restaurant menu good balance healthy indulgent options,"['restaurant', 'menu', 'good', 'balance', 'healthy', 'indulgent', 'options']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('healthy', 'a'), ('indulgent', 'n'), ('options', 'n')]",  restaurant menu good balance healthy indulgent option
The food had an acceptable level of temperature.,Neutral,food acceptable level temperature,"['food', 'acceptable', 'level', 'temperature']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('temperature', 'n')]",  food acceptable level temperature
The restaurant had a good selection of sauces to choose from.,Neutral,restaurant good selection sauces choose,"['restaurant', 'good', 'selection', 'sauces', 'choose']","[('restaurant', 'n'), ('good', 'a'), ('selection', 'n'), ('sauces', 'n'), ('choose', 'v')]",  restaurant good selection sauce choose
The food had an acceptable level of tenderness and texture.,Neutral,food acceptable level tenderness texture,"['food', 'acceptable', 'level', 'tenderness', 'texture']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('tenderness', 'n'), ('texture', 'n')]",  food acceptable level tenderness texture
The restaurant's prices were neither too expensive nor too cheap.,Neutral,restaurant prices neither expensive cheap,"['restaurant', 'prices', 'neither', 'expensive', 'cheap']","[('restaurant', 'n'), ('prices', 'n'), ('neither', 'r'), ('expensive', 'a'), ('cheap', 'n')]",  restaurant price neither expensive cheap
The food had an acceptable level of flavor and taste.,Neutral,food acceptable level flavor taste,"['food', 'acceptable', 'level', 'flavor', 'taste']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('flavor', 'n'), ('taste', 'n')]",  food acceptable level flavor taste
The restaurant's menu had a good balance of classic and modern cuisine.,Neutral,restaurant menu good balance classic modern cuisine,"['restaurant', 'menu', 'good', 'balance', 'classic', 'modern', 'cuisine']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('classic', 'a'), ('modern', 'a'), ('cuisine', 'n')]",  restaurant menu good balance classic modern cuisine
The food had an acceptable level of portion size.,Neutral,food acceptable level portion size,"['food', 'acceptable', 'level', 'portion', 'size']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('portion', 'n'), ('size', 'n')]",  food acceptable level portion size
The restaurant had a good selection of toppings to choose from.,Neutral,restaurant good selection toppings choose,"['restaurant', 'good', 'selection', 'toppings', 'choose']","[('restaurant', 'n'), ('good', 'a'), ('selection', 'n'), ('toppings', 'n'), ('choose', 'v')]",  restaurant good selection topping choose
The restaurant's location was in a decent area.,Neutral,restaurant location decent area,"['restaurant', 'location', 'decent', 'area']","[('restaurant', 'n'), ('location', 'n'), ('decent', 'a'), ('area', 'n')]",  restaurant location decent area
The food had an acceptable level of appearance and presentation.,Neutral,food acceptable level appearance presentation,"['food', 'acceptable', 'level', 'appearance', 'presentation']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('appearance', 'n'), ('presentation', 'n')]",  food acceptable level appearance presentation
The restaurant's staff was efficient and attentive.,Neutral,restaurant staff efficient attentive,"['restaurant', 'staff', 'efficient', 'attentive']","[('restaurant', 'a'), ('staff', 'n'), ('efficient', 'a'), ('attentive', 'n')]",  restaurant staff efficient attentive
The food had an acceptable level of seasoning and flavor.,Neutral,food acceptable level seasoning flavor,"['food', 'acceptable', 'level', 'seasoning', 'flavor']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('seasoning', 'v'), ('flavor', 'n')]",  food acceptable level season flavor
The restaurant had a good selection of side dishes to choose from.,Neutral,restaurant good selection side dishes choose,"['restaurant', 'good', 'selection', 'side', 'dishes', 'choose']","[('restaurant', 'n'), ('good', 'a'), ('selection', 'n'), ('side', 'n'), ('dishes', 'n'), ('choose', 'v')]",  restaurant good selection side dish choose
The food had an acceptable level of texture and consistency.,Neutral,food acceptable level texture consistency,"['food', 'acceptable', 'level', 'texture', 'consistency']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('texture', 'n'), ('consistency', 'n')]",  food acceptable level texture consistency
The restaurant's prices were competitive with other restaurants in the area.,Neutral,restaurant prices competitive restaurants area,"['restaurant', 'prices', 'competitive', 'restaurants', 'area']","[('restaurant', 'n'), ('prices', 'n'), ('competitive', 'a'), ('restaurants', 'n'), ('area', 'n')]",  restaurant price competitive restaurant area
The food had an acceptable level of freshness and preparation.,Neutral,food acceptable level freshness preparation,"['food', 'acceptable', 'level', 'freshness', 'preparation']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('freshness', 'n'), ('preparation', 'n')]",  food acceptable level freshness preparation
The restaurant had a decent selection of toppings to choose from.,Neutral,restaurant decent selection toppings choose,"['restaurant', 'decent', 'selection', 'toppings', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('toppings', 'n'), ('choose', 'v')]",  restaurant decent selection topping choose
The food had an acceptable level of doneness and temperature.,Neutral,food acceptable level doneness temperature,"['food', 'acceptable', 'level', 'doneness', 'temperature']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('doneness', 'n'), ('temperature', 'n')]",  food acceptable level doneness temperature
The restaurant's menu had a good balance of local and international dishes.,Neutral,restaurant menu good balance local international dishes,"['restaurant', 'menu', 'good', 'balance', 'local', 'international', 'dishes']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('local', 'a'), ('international', 'a'), ('dishes', 'n')]",  restaurant menu good balance local international dish
The food had an acceptable level of aroma and fragrance.,Neutral,food acceptable level aroma fragrance,"['food', 'acceptable', 'level', 'aroma', 'fragrance']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('aroma', 'n'), ('fragrance', 'n')]",  food acceptable level aroma fragrance
The restaurant's atmosphere was casual and relaxed.,Neutral,restaurant atmosphere casual relaxed,"['restaurant', 'atmosphere', 'casual', 'relaxed']","[('restaurant', 'n'), ('atmosphere', None), ('casual', 'a'), ('relaxed', 'n')]",  restaurant atmosphere casual relaxed
The food had an acceptable level of spiciness and heat.,Neutral,food acceptable level spiciness heat,"['food', 'acceptable', 'level', 'spiciness', 'heat']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('spiciness', 'n'), ('heat', 'n')]",  food acceptable level spiciness heat
The restaurant had a good variety of menu options.,Neutral,restaurant good variety menu options,"['restaurant', 'good', 'variety', 'menu', 'options']","[('restaurant', 'n'), ('good', 'a'), ('variety', 'n'), ('menu', 'n'), ('options', 'n')]",  restaurant good variety menu option
The restaurant's ambiance was comfortable but not outstanding.,Neutral,restaurant ambiance comfortable outstanding,"['restaurant', 'ambiance', 'comfortable', 'outstanding']","[('restaurant', 'n'), ('ambiance', 'n'), ('comfortable', 'a'), ('outstanding', 'a')]",  restaurant ambiance comfortable outstanding
The food was prepared correctly but lacked standout flavor.,Neutral,food prepared correctly lacked standout flavor,"['food', 'prepared', 'correctly', 'lacked', 'standout', 'flavor']","[('food', 'n'), ('prepared', 'v'), ('correctly', 'r'), ('lacked', 'v'), ('standout', 'n'), ('flavor', 'n')]",  food prepare correctly lack standout flavor
The restaurant's location was convenient but not exceptional.,Neutral,restaurant location convenient exceptional,"['restaurant', 'location', 'convenient', 'exceptional']","[('restaurant', 'n'), ('location', 'n'), ('convenient', 'v'), ('exceptional', 'a')]",  restaurant location convenient exceptional
The food had a reasonable portion size.,Neutral,food reasonable portion size,"['food', 'reasonable', 'portion', 'size']","[('food', 'n'), ('reasonable', 'a'), ('portion', 'n'), ('size', 'n')]",  food reasonable portion size
The restaurant's service was efficient but not overly friendly.,Neutral,restaurant service efficient overly friendly,"['restaurant', 'service', 'efficient', 'overly', 'friendly']","[('restaurant', 'n'), ('service', 'n'), ('efficient', 'v'), ('overly', 'r'), ('friendly', 'a')]",  restaurant service efficient overly friendly
The food had an average level of freshness.,Neutral,food average level freshness,"['food', 'average', 'level', 'freshness']","[('food', 'n'), ('average', 'a'), ('level', 'n'), ('freshness', 'n')]",  food average level freshness
The restaurant's pricing was reasonable for the quality of the food.,Neutral,restaurant pricing reasonable quality food,"['restaurant', 'pricing', 'reasonable', 'quality', 'food']","[('restaurant', 'a'), ('pricing', 'n'), ('reasonable', 'a'), ('quality', 'n'), ('food', 'n')]",  restaurant pricing reasonable quality food
The food was cooked well but didn't stand out in any particular way.,Neutral,food cooked well stand particular way,"['food', 'cooked', 'well', 'stand', 'particular', 'way']","[('food', 'n'), ('cooked', 'v'), ('well', 'r'), ('stand', 'v'), ('particular', 'a'), ('way', 'n')]",  food cook well stand particular way
The restaurant had a good selection of drinks to choose from.,Neutral,restaurant good selection drinks choose,"['restaurant', 'good', 'selection', 'drinks', 'choose']","[('restaurant', 'n'), ('good', 'a'), ('selection', 'n'), ('drinks', 'n'), ('choose', 'v')]",  restaurant good selection drink choose
The food had a reasonable level of spiciness.,Neutral,food reasonable level spiciness,"['food', 'reasonable', 'level', 'spiciness']","[('food', 'n'), ('reasonable', 'a'), ('level', 'n'), ('spiciness', 'n')]",  food reasonable level spiciness
The restaurant's menu had a variety of options to choose from.,Neutral,restaurant menu variety options choose,"['restaurant', 'menu', 'variety', 'options', 'choose']","[('restaurant', 'n'), ('menu', 'n'), ('variety', 'n'), ('options', 'n'), ('choose', 'v')]",  restaurant menu variety option choose
The restaurant's service was prompt but not exceptional.,Neutral,restaurant service prompt exceptional,"['restaurant', 'service', 'prompt', 'exceptional']","[('restaurant', 'n'), ('service', 'n'), ('prompt', 'v'), ('exceptional', 'a')]",  restaurant service prompt exceptional
The restaurant's atmosphere was decent but not exceptional.,Neutral,restaurant atmosphere decent exceptional,"['restaurant', 'atmosphere', 'decent', 'exceptional']","[('restaurant', 'n'), ('atmosphere', None), ('decent', 'a'), ('exceptional', 'n')]",  restaurant atmosphere decent exceptional
The food was served in a reasonable amount of time.,Neutral,food served reasonable amount time,"['food', 'served', 'reasonable', 'amount', 'time']","[('food', 'n'), ('served', 'v'), ('reasonable', 'a'), ('amount', 'n'), ('time', 'n')]",  food serve reasonable amount time
The restaurant had a good selection of vegetarian options.,Neutral,restaurant good selection vegetarian options,"['restaurant', 'good', 'selection', 'vegetarian', 'options']","[('restaurant', 'n'), ('good', 'a'), ('selection', 'n'), ('vegetarian', 'n'), ('options', 'n')]",  restaurant good selection vegetarian option
The food had a reasonable level of doneness.,Neutral,food reasonable level doneness,"['food', 'reasonable', 'level', 'doneness']","[('food', 'n'), ('reasonable', 'a'), ('level', 'n'), ('doneness', 'n')]",  food reasonable level doneness
The restaurant's pricing was neither too expensive nor too cheap.,Neutral,restaurant pricing neither expensive cheap,"['restaurant', 'pricing', 'neither', 'expensive', 'cheap']","[('restaurant', 'n'), ('pricing', 'n'), ('neither', None), ('expensive', 'a'), ('cheap', 'n')]",  restaurant pricing neither expensive cheap
